name,count
"Kansas City Center for Anxiety Treatment, P.A.",1
Kantar Health,5
"Kanyos Bio, Inc., a wholly-owned subsidiary of Anokion SA",1
Kao (Taiwan) Corporation,2
Kappa Santé,2
Kardium Inc.,6
Karen Larimer,1
Karen L Atkins,1
"Karius, Inc.",11
"Karl Josef Franke, PD DR med",1
"KARL STORZ Endoscopy-America, Inc.",12
KarmelSonix Ltd.,7
Karo Bio AB,4
Karo Pharma AB,3
Karos Pharmaceuticals,1
"Kartos Therapeutics, Inc.",14
Karuna Labs Inc.,2
Karuna Therapeutics,8
Karus Therapeutics Limited,3
Karyopharm Therapeutics Inc,82
Kasiak Research Pvt. Ltd.,8
"Kastle Therapeutics, LLC",18
"Katena Products, Inc.",1
"Kato Pharmaceuticals, Inc.",1
KaVo Kerr,1
"Kawin Technology Share-holding Co., Ltd.",3
Kazia Therapeutics Limited,10
KB Medical SA,1
KBP Biosciences,12
"KC BioMediX, Inc",4
KCI Europe Holding B.V.,4
"KCI USA, Inc.",49
K C Pharmaceuticals Inc.,5
"KCRN Research, LLC",9
KDL Inc.,2
Kecellitics Biotech Company Ltd,2
"Kechow Pharma, Inc.",1
Kedrion S.p.A.,7
keepMED Ltd.,2
"KeifeRx, LLC",1
Kellogg Company,11
"Kemia, Inc",1
Kemin Foods LC,8
"KemPharm, Inc.",2
"Kendall Healthcare Group, Ltd.",7
"Kenneth Krantz, MD, PhD",1
Kensey Nash Corporation,4
Kenta Biotech Ltd,1
"Kentucky BioProcessing, Inc.",2
Kephalios,2
KeraCure,1
"KeraMed, Inc.",1
"KeraNetics, LLC",4
"Kerastem Technologies, LLC",1
Kerecis Ltd.,8
"Kern Pharma, S.L.",2
"Keros Therapeutics, Inc.",2
"Keryx / AOI Pharmaceuticals, Inc.",6
Keryx Biopharmaceuticals,21
Kessler Institute for Rehabilitation,23
"Kestra Medical Technologies, Inc.",3
Kevelt AS,1
Kevin Bruce,1
Keya Medical,1
"Key Biologics, LLC",2
KeyBioscience AG,2
Keymed Biosciences Co.Ltd,17
Key Pharmaceuticals,1
"Keystone Dental, Inc.",1
Keystone Heart,5
"Keystone Nano, Inc",2
Keythera Pharmaceuticals (Australia) Pty Ltd,1
"Kezar Life Sciences, Inc.",5
KGK Science Inc.,67
"K-Group Alpha, Inc.",3
K-Group Beta,6
Khondrion BV,5
Kiadis Pharma,11
Kiantama Oy,1
Kibow Pharma,5
"Kiierr International, LLC",1
Kimberly-Clark Corporation,22
Kimera Society Inc,1
Kimetrica LLC,1
Kinamed Incorporated,2
Kinaset Therapeutics Inc,1
"KinDex Pharmaceuticals, Inc.",1
Kind Pharmaceuticals LLC,5
KineMed,7
Kinesis Pharma B.V.,2
Kineta Inc.,3
"Kinetic Concepts, Inc.",18
Kinetic Muscles,2
Kineticure,1
Kinevant Sciences GmbH,4
"Kinex Medical Company, LLC",1
Kinex Pharmaceuticals Inc.,3
Kingfisher Healthcare,1
King Pharmaceuticals is now a wholly owned subsidiary of Pfizer,7
King Systems Corporation,4
"Kinhely Bio-tech Co., Ltd.",1
"Kiniksa Pharmaceuticals, Ltd.",9
"Kiniksa Pharmaceuticals (UK), Ltd.",3
Kinnate Biopharma,2
Kinoxis Therapeutics Pty Ltd,1
"Kintara Therapeutics, Inc.",5
"Kintsugi Mindful Wellness, Inc.",2
Kiomed Pharma,2
"Kiora Pharmaceuticals, Inc.",1
"Kips Bay Medical, Inc.",4
"Kirin Holdings Company, Limited",3
"Kiromic, Inc.",4
"Kissei Pharmaceutical Co., Ltd.",51
"Kite, A Gilead Company",25
Kite Systems,1
"KitoTech Medical, Inc.",2
"Kitov Pharmaceuticals, Ltd.",1
Kitozyme,2
KIYATEC,1
"KJT Group, Inc.",1
KKT Orthopedic Spine Center,1
Klarisana Physician Services PLLC,2
"Klein Buendel, Inc.",30
Kley Hertz S/A,7
Klick Inc.,2
Klinikum Bayreuth GmbH,3
KLOX Technologies Inc.,9
"KLSMC Stem Cells, Inc.",1
Klus Pharma Inc.,2
KM Clinical Research Group,3
Knight Therapeutics (USA) Inc,5
Knop Laboratorios,1
Knopp Biosciences,14
KNOWBio Inc.,1
"Known Medicine, Inc.",1
Koa Health B.V.,4
Kobe University,18
KoBioLabs,4
Kocak Farma,3
Kodiak Sciences Inc,7
Kodro Inc.,1
Koelis,4
Koite Health Oy,2
Kolon Life Science,8
"Kolon TissueGene, Inc.",5
Kona Medical Inc.,5
"Konan Medical, Inc.",1
"Konica Minolta Medical Imaging, USA",1
Koning Corporation,10
"Koning (Tianjin) Medical Equipment Co., Ltd",1
Kontigo Care AB,1
Korea Ginseng Corporation,4
Korea Otsuka International Asia Arab,4
"Korea Otsuka Pharmaceutical Co., Ltd.",59
"Korea UCB Co., Ltd.",1
Korea United Pharm. Inc.,11
Koronis Biomedical Technologies,3
Koronis Pharmaceuticals.,2
"Korott, S.L.",3
Kos Pharmaceuticals,10
Kovach Eye Institute,2
"Kowa Company, Ltd.",16
"Kowa Pharmaceuticals America, Inc.",4
Kowa Research Europe,10
"Kowa Research Institute, Inc.",39
"Koya Medical, Inc.",4
"K-PAX Pharmaceuticals, Inc.",2
"KPC Pharmaceuticals, Inc",1
Kraft Heinz Company,1
Kremers Urban Development Company,4
Kringle Pharma Europe AB,1
"Kringle Pharma, Inc.",3
Kristopher Washington,1
KRKA,7
Kronos Bio,3
"Krystal Biotech, Inc.",8
"KSQ Therapeutics, Inc.",1
KT Corporation,6
KT&G Corporation,2
Kubota Vision Inc.,17
KuDOS Pharmaceuticals Limited,5
"Kuhnil Pharmaceutical Co., Ltd.",13
"Kunming Baker Norton Pharmaceutical Sales Co., Ltd.",1
"Kunming Pharmaceuticals, Inc.",5
Kunming Tongren Hospital,2
Kunshan First People's Hospital Affiliated to Jiangsu University,1
"KunWha Pharmaceutical Co., Ltd.",1
"Kura Oncology, Inc.",10
Kureha Corporation,3
"Kures, Inc.",1
Kurobe LLC,1
Kuros BioSciences B.V.,4
Kuros Biosurgery AG,11
"Kwang Dong Pharmaceutical co., ltd.",6
Kyberg Vital GmbH,2
Kymab Limited,5
Kyma Medical Technologies,2
"Kymera Therapeutics, Inc.",4
"Kyorin Pharmaceutical Co.,Ltd",8
"Kyowa Hakko Bio Co., Ltd.",8
"Kyowa Hakko Kirin China Pharmaceutical Co., LTD.",6
"Kyowa Hakko Kirin Pharma, Inc.",22
"Kyowa Hakko Kirin UK, Ltd.",6
"Kyowa Hakko Kogyo Co., Ltd.",3
"Kyowa Kirin Co., Ltd.",144
Kyowa Kirin Farmacéutica S.L.U.,1
"Kyowa Kirin, Inc.",29
"Kyowa Kirin Korea Co., Ltd.",6
Kyowa Kirin Pharmaceutical Development Ltd,12
Kythera Biopharmaceuticals,23
"LAAx, Inc.",2
Labatec Pharma SA,1
"Labcoat, Ltd.",3
Lab Discoveries Ltd.,3
Labo'Life,6
Labopharm Inc.,20
Laboratoire Boreaderme Inc.,2
Laboratoire Ceraver-Osteal,2
Laboratoire Chauvin,2
Laboratoire de la Mer,4
Laboratoire Dermatologique ACM,1
Laboratoire Dielen,1
Laboratoire français de Fractionnement et de Biotechnologies,24
Laboratoire Innotech International,5
Laboratoires Arkopharma,3
Laboratoires Bailleul-Biorga,1
Laboratoires Besins International,3
Laboratoires Bodycad Inc.,1
Laboratoires Bouchara-Recordati,5
Laboratoires CARILENE,2
Laboratoires Coloplast S.A.S,2
Laboratoires Expanscience S.A.,1
Laboratoires FILLMED,2
Laboratoires Genévrier,8
Laboratoires Gilbert,1
Laboratoires Innothera,4
Laboratoires IPRAD,1
Laboratoires Iprad-Vegebom,1
Laboratoires Leurquin Mediolanum,1
Laboratoires Lyocentre,1
Laboratoires Mayoly Spindler,5
Laboratoires NEGMA,4
Laboratoires Nutrition et Cardiometabolisme,1
Laboratoires Pharmaceutiques Trenker,1
Laboratoires Pronutri,2
Laboratoires SMB S.A.,1
Laboratoires Takeda,3
Laboratoires Techni Pharma,2
Laboratoires Teriak,1
Laboratoires Thea,48
Laboratoires URGO,13
Laboratoires Vivacy,14
Laboratori di Informatica Applicata,1
"Laboratories Leon Farma, S.A.",1
Laboratori Guidotti S.p.A.,1
"Laboratorio Avi-Mex, S.A. de C.V.",2
Laboratório Catarinense SA,1
Laboratorio Elea Phoenix S.A.,21
Laboratorio Farmaceutico Ct S.r.l.,3
Laboratorio Pablo Cassará S.R.L.,1
Laboratório Químico Farmacêutico Bergamo Ltda.,2
Laboratório Sabin,1
Laboratorios Andromaco S.A.,20
Laboratorio Saude Ltda.,1
Laboratórios Baldacci S.A,1
Laboratorios Casen-Fleet S.L.U.,2
"Laboratorios del Dr. Esteve, S.A.",2
Laboratorios Goulart S.A.,1
"Laboratorios Grossman, S.A.",1
"Laboratorios Hipra, S.A.",3
Laboratorios Laproff S.A.,1
"Laboratorios Leti, S.L.",25
Laboratorios Liconsa,1
Laboratorios Liomont,2
Laboratorios Manuell SA,1
Laboratorios Ordesa,17
Laboratorios Osorio de Moraes Ltda.,2
Laboratorios Poen,3
Laboratorios Richmond S.A.C.I.F.,1
Laboratorios Roemmers S.A.I.C.F.,2
"Laboratorios Senosiain, S.A. de C.V.",4
Laboratorios Silanes S.A. de C.V.,30
Laboratorios Sophia S.A de C.V.,32
"Laboratorios Thea, Spain",2
"Laboratorios Viñas, S.A.",1
Laboratório Teuto Brasileiro S/A,4
Laboratory Corporation of America,8
"Laboratory for Advanced Medicine, Indiana",5
Laborie Medical Technologies Inc.,9
Labormedizinisches Zentrum Dr. Risch,3
LaborMed Pharma S.A.,1
Labrha,3
Labrida AS,2
LabStyle Innovations Ltd.,6
Labtec GmbH,2
Lachlan Pharma Holdings,1
Laclaree,1
"Laclede, Inc.",1
Lacrima Medical LTD,2
Lactalis,6
"LactaLogics, Inc",1
LactApp Women's Health,1
Laekna Limited,4
Laekna LLC,1
Laerdal Medical,19
Lafrancol S.A.,3
"Laguna Pharmaceuticals, Inc.",2
Lai Corporation Pty. Ltd.,1
La Jolla Pharmaceutical Company,22
Läkarexpressen AB,1
Lakewood-Amedex Inc,2
Lallemand Health Solutions,32
Lallemand Pharma AG,4
Lallemand SAS,3
Lama Medical Care s.r.o.,1
Lambda Therapeutic Research Ltd.,7
Lamellar Biomedical Ltd,3
"Laminar, Inc.",2
Laminar Pharmaceuticals,4
Laminate Medical Technologies,4
Landeskrankenanstalten-Betriebsgesellschaft,2
Landos Biopharma Inc.,8
"Lannett Company, Inc.",4
LaNova Australia Pty Limited,2
"LaNova Medicines Development Co., Ltd.",1
LaNova Medicines Limited,5
"LaNova Medicines Zhejiang Co., Ltd.",1
Lantheus Medical Imaging,49
Lantibio,1
"Lanzhou Institute of Biological Products Co., Ltd",11
"Larada Sciences, Inc.",1
Larena SAS,4
"Largan Medical Co., Ltd.",1
"Larimar Therapeutics, Inc.",4
Larix A/S,9
Larsen & Toubro Limited,2
LaSanta S A S,1
Laser LabCorp,1
Laser Spine Institute,1
"Laser Tissue Welding, Inc.",2
"Lassen Therapeutics 1, Inc.",1
Latecba S.A.,1
Lateral Pharma Pty Ltd,3
Latis S.r.l.,9
LaunchPad Medical,2
"Laurantis Pharma, Ltd.",1
Laurent Pharmaceuticals Inc.,2
Lava Therapeutics,2
Lavi Cardiatec,1
Lavilabor Natural Products Ltd,1
Lawley Pharmaceuticals,1
LB Pharmaceuticals Inc.,2
LCA Pharmaceutical,1
LDR Spine USA,5
"Lead Chemical Co., Ltd.",1
LeadExx Cardiac Ltd.,1
"Leadiant Biosciences, Inc.",15
"Leading BioSciences, Inc",2
"Leaf Healthcare, Inc.",2
Leaf Vertical Inc.,2
Leap of Faith Technologies,2
"Leap Therapeutics, Inc.",14
Leatherhead Food Research,4
Leberstiftungs-GmbH Deutschland,1
Lederle Laboratories,7
Lederle-Praxis Biologicals,2
"LED Intellectual Properties, LLC",1
Lee's Pharmaceutical Limited,66
Legacy Healthcare SA,2
Legend Biotech USA Inc,1
"LegoChem Biosciences, Inc",11
"Leidos Biomedical Research, Inc.",3
Leidos Life Sciences,3
Leiner Health Products,1
Lelo Inc.,1
LeMaitre Vascular,7
Léman Micro Devices SA,2
Lemonex Inc.,1
Lenetix Medical Screening Laboratory,1
Lenoss Medical,1
LensAR Incorporated,3
"LensGen, Inc.",2
Lenstatin LLC,1
Lenstec Incorporated,6
LenSx Lasers Inc.,2
"Lentechs, LLC",6
"Lenus Therapeutics, LLC",1
Lenzi Egisto S.P.A.,2
"Leonard-Meron Biosciences, Inc.",2
Leonhardt Ventures LLC,2
LEO Pharma,254
Leortec Medical Systems Ltd,1
"Lepu Medical Technology (Beijing) Co., Ltd.",10
LeraPharm Inc.,1
Leroy Seafood Group ASA,2
Lesaffre International,8
Lescuyer Laboratory,7
Les Derives Resiniques et Terpeniques,1
Lesieur,3
Les Laboratoires des Médicaments Stériles,8
Leti Pharma GmbH,4
Let's Disco,1
"Leuko Labs, Inc.",3
LeukoLifeDx Inc,1
"Level 42 AI, Inc.",2
Levicept,1
Levita Magnetics,5
"Levo Therapeutics, Inc.",1
"Lexent Bio, Inc.",3
Lexeo Therapeutics,1
Lexicon Pharmaceuticals,60
"Lexicor Medical Technology, LLC",1
Lexigen Pharmaceuticals,1
"Lexington Independent Studies, LLC",1
"Lexington International, LLC",5
Lexington Medical Inc.,4
"Lexitas Pharma Services, Inc.",1
"LFB USA, Inc.",3
LG Chem,52
LGC Limited,5
LGD,4
LG Electronics Inc.,4
LG Household & Health Care Ltd.,1
LG Life Sciences,86
LianBio LLC,3
"Lianyungang Kanion Group, Ltd.",2
"Liaoning Chengda Biotechnology CO., LTD",1
Libbs Farmacêutica LTDA,11
Libella Gene Therapeutics,3
Liberate Medical,3
"Liberating Technologies, Inc.",10
liberDi Ltd.,2
Liberos LLC,1
Liberty Mutual,1
Liberty Mutual Research Institute for Safety,3
Libra At Home LTD,1
LIB Therapeutics LLC,11
"Li-Cor, Inc.",2
LIDDE Therapeutics,1
Lidds AB,4
Lidia Larrañaga,1
LifeBond Ltd.,4
LifeCell,20
"Lifecells, LLC.",1
LifeCuff Technologies Inc.,1
"Lifefactors Zona Franca, SAS",1
Lifegraph Ltd.,1
Life Length SL,1
LifeLink,1
Life Measurement Inc.,2
Life Meter srl,1
Life Molecular Imaging GmbH,4
Life Molecular Imaging SA,19
LifeNet Health,12
LifeScan,33
LifeScan Scotland Ltd,5
Lifescience-Robotics,1
Life Science Technology Inc.,1
LifeSeasons Inc.,3
Lifesemantics Corp.,2
"LifeSprout, Inc.",1
LifeStory Health Inc.,1
Lifestyle Lift,1
Life Technologies Corporation,1
"Life Technologies, Inc.",1
"Lifetech Scientific (Shenzhen) Co., Ltd.",28
LifeTime Pharmaceuticals,3
"LifeWatch Services, Inc.",7
"Lifeway Foods, Inc.",1
Ligand Pharmaceuticals,37
Ligartis GmbH,1
LightForce Orthodontics,1
LightGuard,1
LightIntegra Technology,2
"Light Lab Imaging, Inc.",2
Lightpoint Medical Limited,7
Light Sciences LLC,5
Light Sciences Oncology,7
Lignan Research Inc.,1
"LigoCyte Pharmaceuticals, Inc.",2
LigthSense Israel Ltd,1
Liita Care ApS,2
Limacorporate S.p.a,22
"Limbix Health, Inc.",6
Limerick BioPharma,3
"LimFlow, Inc.",4
LimFlow SA,2
Liminal BioSciences Ltd.,10
LimmaTech Biologics AG,5
LiNA Medical,1
Lina Xu,1
Linde AG,6
Lindenhofgruppe AG,6
Lindis Biotech GmbH,1
"Lineage Cell Therapeutics, Inc.",2
Linear Clinical Research,5
Linepharma International LTD,1
Lineus Medical,1
"Linguaflex, Inc.",2
li nguyen,2
"Linical Co., Ltd.",5
Linical Korea,6
"Link America, Inc.",2
LinkCare GmbH,3
LinkDoc Technology (Beijing) Co. Ltd.,20
Link Medicine Corporation,2
LinkoCare Life Sciences AB,2
"Linnaeus Therapeutics, Inc.",1
"LintonPharm Co.,Ltd.",2
Lion Corporation,1
Lion TCR Pte. Ltd.,7
Lipac Oncology LLC,1
"Lipella Pharmaceuticals, Inc.",2
Lipha Pharmaceuticals,1
Lipidor AB,1
Lipid Therapeutics GmbH,1
"LipimetiX Development, LLC",1
Lipocine Inc.,7
Lipogems International spa,1
Lipomed,3
Lipomedix Pharmaceuticals Inc.,3
"LipoScience, Inc.",1
Liposome,1
Lipotek Pty Ltd,1
LiquidGoldConcept,3
"Liquidia Technologies, Inc.",5
LISCure Biosciences,1
LiteCure LLC,4
Lite-On Technology Corporation H.S.P.B,1
Lite Run Inc.,2
Litron Laboratories,2
LivaNova,63
"Live Inspired, LLC",4
LiveLeaf Inc.,1
Liventa Bioscience,1
Living Cell Technologies,3
"LIVMOR, Inc.",1
Livongo Health,3
Livzon Pharmaceutical Group Inc.,22
"Lixte Biotechnology Holdings, Inc.",2
"LKC Technologies, Inc.",3
"L & L biopharma Co., Ltd., Shanghai China",1
"LLC Merck, Russia",1
"LMA North America, Inc.",1
Lmeca,1
LM Farma Indústria e Comércio Ltda.,1
L.Molteni & C. dei F.lli Alitti-Soc. di Esercizio S.p.A.,4
LNC THERAPEUTICS,1
L-Nutra Inc,4
Loblaw Companies Limited,3
LobSor Pharmaceuticals AB,1
Locemia Solutions ULC,9
Locus Biosciences,1
Logical Therapeutics,2
"LogicBio Therapeutics, Inc.",1
Lohmann & Rauscher,2
Lois Medical LTD,1
Lokon Pharma AB,3
Lo.Li.Pharma s.r.l,17
Lombard Medical,5
LondonPharma Ltd.,2
"LoneStar Heart, Inc.",5
Longboard Pharmaceuticals,1
Longeveron Inc.,10
Longevity Biotech,1
"LongStar HealthPro, Inc. DBA Farlong Pharmaceutical",1
Lonza Inc.,3
Lonza Ltd.,5
"Lonza Walkersville, Inc.",1
Lophius Biosciences GmbH,3
L'Oreal,13
Loreal USA,4
Lorenz Biotech S.p.A.,2
Lorillard Tobacco Company,4
Lotus Pharmaceutical,3
"Lotus Tissue Repair, Inc.",1
"Loxo Oncology, Inc.",33
"Lpath, Inc.",6
LS BioPath,1
LTB4 Sweden AB,1
LTS Lohmann Therapie-Systeme AG,1
Lucence Health Inc.,1
"Lucid Diagnostics, Inc.",3
"Lucid, Inc.",3
"Lucid Lane, Inc",2
LuciLab,2
Lucine,3
Lucira Health Inc,2
Luco Hybrid OSA Appliance Inc.,1
Lucozade Ribena Suntory,6
Lucy Coleman,1
Ludocare SAS,1
Lukas Biomedical Inc.,1
LumaMed,1
"Lumara Health, Inc.",6
"Lumena Pharmaceuticals, Inc.",1
Lumen Biomedical,6
"Lumen Bioscience, Inc.",4
"Lumendi, LLC",4
Lumendo AG,1
Lumenis Ltd.,27
Lument AB,2
Lumen Therapeutics,1
LumeRx,1
"Lumicell, Inc.",9
Luminary Therapeutics,1
Luminex Corporation,8
Luminex Molecular Diagnostics,3
"Luminist, Inc.",1
Luminopia,2
Luminous Medical,2
LumiraDx,1
LumiraDx UK Limited,11
"LumiThera, Inc.",4
"Lumosa Therapeutics Co., Ltd.",7
Lumos Diagnostics,2
"Lumos Labs, Inc.",12
Lumos Pharma,3
Luna Genetics,2
Luna Innovations,1
Lundbeck Canada Inc.,7
Lundbeck Israel,3
Lundbeck Italia S.p.A.,1
Lundbeck Japan K. K.,1
Lundbeck LLC,16
Lung Bioengineering Inc.,2
Lung Biotechnology PBC,14
Lung Institute,3
LungLife AI,1
Lungpacer Medical Inc.,6
"Lung Therapeutics, Inc",2
LunGuard Ltd.,1
Lunit Inc.,1
Luoxis,1
"Lupin, Inc.",2
Lupin Ltd.,11
"Lupin Pharmaceuticals, Inc.",2
Lupin Research Inc,4
"Lustre Pharmaceutical Lab Co., Ltd",2
Lutris Pharma Ltd.,3
LUTRONIC Corporation,12
"Lutronic Vision, Inc",1
"Luxa Biotechnology, LLC",1
"Lux Biosciences, Inc.",7
Luxia Scientific,3
Luxurgery,1
Luye Pharma Group Ltd.,45
Luzitin SA,1
LXR Biotechnology,1
Lycera Corp.,6
Lyckeby Starch AB,1
LycoRed Ltd.,11
"Lyell Immunopharma, Inc.",1
"LyGenesis, Inc.",1
Lyme Diagnostics Ltd.,1
Lymphatica Medtech SA,1
Lynch Biologics LLC,1
Lyndra Inc.,5
Lynk Biotechnologies Pte Ltd,1
"Lynk Pharmaceuticals Co., Ltd",1
LyphoMed,2
Lyra Medical Ltd.,2
Lyra Therapeutics,5
Lyric Pharmaceuticals,2
LYSOGENE,6
Lysovant,1
Lytix Biopharma AS,8
Lyvgen Biopharma Holdings Limited,6
LYZZ Alpha Holding Ltd,1
MAAB (Shanghai) Medical Device Limited,1
MaaT Pharma,8
Mabion SA,3
"Mabspace Biosciences (Suzhou) Co., Ltd.",5
"MabVax Therapeutics, Inc.",1
"Mabwell (Shanghai) Bioscience Co., Ltd.",16
mAbxience S.A,11
Mabylon AG,1
Macarena Hernández Jiménez,1
Mach-E B.V.,2
"Mack Biotech, Corp.",1
Macmillan Research Group UK,11
Maco Productions S.A.S.,1
MacroArray Diagnostics GmbH,1
Macrocure Ltd.,4
Macrofarm Srl,1
MacroGenics,42
"MacuCLEAR, Inc.",4
Maculaser Oy,1
Maculume Ltd.,2
"MacuSight, Inc.",6
Madaus AG,1
Madaus Inc,2
"Madrigal Pharmaceuticals, Inc.",14
"Magceutics, Inc.",1
Magellan Diagnostics,1
Magenta Medical Ltd.,1
"Magenta Therapeutics, Inc.",6
Magentiq Eye LTD,4
MagForce USA,1
"Maggie's Pearl, LLC",1
M.A.G.I.C. Clinic LTD,1
"Magna Pharmaceuticals, Inc.",5
Magneto Thrombectomy Solutions,3
"Magnolia Medical Technologies, Inc.",3
Magnus Medical,1
Magstim,1
Mahana Therapeutics,1
Maia Biotechnology,1
Mainstay Medical,5
Maitreya Kft.,1
"Maja Kovacevic, MD",1
MAKO Surgical Corp.,2
Mallinckrodt,198
Mallinckrodt ARD LLC,3
"Maltais, Francois, M.D.",3
M.A. Med Alliance S.A.,7
Manamed Inc.,1
Manan Shukla,1
Mana Therapeutics,1
Mando Group AB,1
Mandos LLC,4
"Manhattan Medical Research Practice, PLLC",1
Manhattan Pharmaceuticals,3
Mani Alikhani,1
Manistee Partners,1
Manitoba Institute of Child Health,9
Manitoba Starch Products,3
Mankind Pharma Limited,1
Mannkind Corporation,56
"Manresana de Micobacteriologia, SL",2
Mantecorp Industria Quimica e Farmaceutica Ltd.,10
"Maoxiang Group Jilin Pharmaceutical Co., Ltd.",1
"MapHabit, Inc.",2
Mapi Pharma Ltd.,3
"MapKure, LLC",1
MapLight Therapeutics,1
"MAP Pharmaceuticals, Inc., a wholly owned subsidiary of Allergan",11
Mapreg,2
MAPS Applied Research Center,1
MAPS Europe B.V.,1
Maquet Cardiopulmonary AG,2
Maquet Cardiovascular,15
Marathon Oil Corporation,4
"Marathon Pharmaceuticals, LLC",2
Marco Pacchioni,1
Marcus Borchert,1
Mardil Medical,3
Marealis AS,2
Margan Biotech,1
MARIA CRISTINA COMELLI,1
Marigot Ltd.,7
"Marine Polymer Technologies, Inc.",1
Mariner Endosurgery,1
"Marino Biotechnology Co., Ltd.",6
Marinomed Biotech AG,8
Marinova Pty Ltd,1
Marinus Pharmaceuticals,20
Marius Pharmaceuticals,2
Marjan Industria e Comercio ltda,3
Marker Therapeutics AG,1
"Marker Therapeutics, Inc.",5
Markman Biologics Corporation,2
"Marshall A. Hayward, Ph.D.",1
MarsiBionics,4
"Mars, Inc.",19
Martin Pharmaceuticals,1
"Maruho Co., Ltd.",32
Maruho Europe Limited,6
Maruho North America Inc.,6
Maruishi Pharmaceutical,7
Marval Pharma Ltd.,1
Marvao Medical,1
Masimo Corporation,92
MASK-air SAS,1
"Massive Bio, Inc.",1
"MAST Biosurgery, AG",1
Mast Cell Pharmaceuticals Inc.,1
Mastelli S.r.l,2
MasterFoods,3
"Mast Therapeutics, Inc.",15
Mateon Therapeutics,15
Materialise,3
Materia Medica Holding,34
Materna Laboratories,3
Materna Medical,2
Mathys Ltd Bettlach,6
"Matinas Biopharma, Inc",3
"Matinas BioPharma Nanotechnologies, Inc.",7
Mati Therapeutics Inc.,14
Mativa-Tech SA,1
Matrivax Research and Development Corporation,1
"Matrix Biomed, Inc.",5
Matrix Pharmaceutical,3
"Matrixx Initiatives, Inc.",1
Matrizyme Pharma Corporation,1
Mauna Kea Technologies,19
Mavig GmbH,2
Max Biocare Pty. Ltd.,1
"MaxCyte, Inc.",1
Maxim Pharmaceuticals,2
Maxinase Life Sciences Ltd.,1
"Maxinovel Pty., Ltd.",9
Max Institute of Neurosciences,1
Maxivax SA,3
Maxx Orthopedics Inc,3
Maxygen ApS,1
Maxygen Holdings Ltd.,1
"Maxygen, Inc.",1
Max Zeller Soehne AG,5
Mayfair Developments,1
Mayne Pharma International Pty Ltd,12
Maze Therapeutics,1
Mazonson & Santas Inc.,3
Mazor Robotics,5
MBcure Ltd,1
MB Mazor Ltd.,1
MBX Biosciences,1
MC10 Inc.,1
MC2 Therapeutics,7
"McCormick and Company, Inc.",1
McDaniel Institute of Anti-Aging Research,1
"McGuff Pharmaceuticals, Inc.",3
McGuire Institute,6
"McMurray Medical Group, LLC",1
MCM Vaccines B.V.,24
McNeel Eye Center,1
McNeil AB,43
"McNeil Consumer Healthcare Division of McNEIL-PPC, Inc.",10
"McNeil Consumer & Specialty Pharmaceuticals, a Division of McNeil-PPC, Inc.",42
"MCRA, LLC",10
MDCPharma Produtos Farmaceuticos LTDA,1
MDDX LLC,6
MD Equation,1
MDHearingAid,1
MD Italy,1
M.D. Lederman Consulting Ltd,1
MD Scientific,1
MDS Pharma Services,13
MD Stem Cells,5
M-DT1,1
MDT Medical Device Testing GmbH,3
"MDVI, LLC",5
MDx Health,4
Meabco A/S,7
Mead Johnson Nutrition,74
Meagan Medical,1
"Mebiopharm Co., Ltd",2
Mebix Inc,3
Meccellis Biotech,3
medac GmbH,36
Medacta International SA,28
Medacta USA,14
Medality Medical,1
"Medallion Therapeutics, Inc.",1
Medamonitor,1
Meda Pharmaceuticals,23
MEDA Pharma GmbH & Co. KG,27
Medaphor Limited,3
"MedAppraise, Inc.",1
Medarex,16
Medartis AG,2
"MedaSorb Technologies, Inc",1
"Medaxis, LLC",2
"Medco Health Solutions, Inc.",7
Medcura Inc.,1
MedCu Technologies Ltd.,3
MedDay Pharmaceuticals SA,11
MedDerm Associates,2
Med Discovery SA,1
Medela AG,16
Med-El Corporation,19
MED-EL Elektromedizinische Geräte GesmbH,19
Medelis Inc.,7
Medentech,2
"Medeon Biodesign, Inc.",1
"MedeonBio, Inc.",1
"Medeor Therapeutics, Inc.",4
"Medexus Pharma, Inc.",4
"Medfavour (Beijing) Medical Co., Ltd",2
Medfield Diagnostics,6
Medgenics Medical Israel Ltd.,7
"MedHab, LC",1
Medherant Ltd,2
Medhub Ltd.,2
Medialis Ltd.,3
Medial Research Ltd.,1
Median Technologies,2
MediBeacon,6
Medibio Limited,3
Medicago,19
Medical Acoustics LLC,2
Medical Benefits Fund of Australia,1
Medical Coherence LLC,1
"Medical Components, Inc dba MedComp",3
Medical Compression Systems,3
"Medical Creations, Inc.",1
"Medical Decision Logic, Inc.",2
Medical Developments International Limited,3
"Medical Device Consultants, Inc.",1
Medical Device Works NV SA,1
"Medical Diagnostic Laboratories, LLC",3
"Medical Directions, Inc",1
Medical Enterprises Europe B.V.,3
Medical Enterprises Ltd.,1
Medical Entomology Centre,3
Medical Ethics UK Ltd,1
MedicalLogic,1
Medical Matters International Ltd,4
"Medical Metrics Diagnostics, Inc",12
"Medical Nutrition USA, Inc.",2
Medical Park AG,3
Medical Prognosis Institute A/S,3
Medical Research Laboratories International,3
Medical Technology Transfer and Services Hong Kong Ltd,1
Medical Therapy Solutions,2
Medical Valley Digital Health Application Center GmbH,2
"MedicaSafe, Inc.",2
"Medicaweb, S.A.C.V.",3
Medice Arzneimittel Pütter GmbH & Co KG,10
Medicem International CR s.r.o.,9
